,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
1455,Don't Do No Playing,Lil Keed,181000,1,0,4,0.122,0.812,0.475,0.0,0.12,-9.964,0.28,0.395,79.976,39,spotify:track:5yuWxxZywM9goEOPBFS46i
1456,Blackout (feat. Dae Dae),Lil Keed,262560,1,0,4,0.0145,0.635,0.511,0.0,0.0543,-9.796,0.413,0.381,155.049,34,spotify:track:0iYdgWA8HxlrY62Iaq2bPO
1457,IDGAF,Lil Peep,214293,9,0,4,0.0298,0.615,0.66,0.0,0.106,-5.55,0.032,0.185,115.037,64,spotify:track:6zZhlOWizcEG1T7zsTdI6N
1458,Runaway,Lil Peep,192760,6,0,3,0.44,0.399,0.591,0.0616,0.446,-8.792,0.052,0.175,79.892,70,spotify:track:1FBi1YWCAxlRmfuUbMINqO
1459,Leanin',Lil Peep,206493,2,0,4,0.19,0.501,0.486,0.0,0.103,-6.6,0.0298,0.318,139.872,63,spotify:track:6cX1iTffMIAU8lEWSOYIIO
1460,When I Lie,Lil Peep,237000,1,1,4,0.003,0.737,0.608,0.0,0.284,-4.429,0.046,0.279,150.936,63,spotify:track:2mIKaCZB2dlRWzRP7z2mwq
1461,Diamonds All on My Wrist,Lil Uzi Vert,170307,1,1,4,0.325,0.852,0.636,0.0,0.169,-6.457,0.324,0.369,139.994,55,spotify:track:77nc8grWapJTpC7Evz2her
1462,Lawnmower Man,Gucci Mane,264800,4,0,4,0.382,0.832,0.528,0.0,0.124,-5.553,0.419,0.597,169.9,22,spotify:track:2kwBl1V8QsCCiWHqibBIxB
1463,One Punch Wulf,Xavier Wulf,147744,2,1,4,0.0273,0.798,0.763,0.0,0.159,-7.63,0.316,0.662,142.992,52,spotify:track:3TPzDmxewwFmRtfyWBYnHm
1464,Freshman List,NAV,186800,11,1,4,0.125,0.748,0.587,0.0,0.11,-7.643,0.292,0.388,172.024,56,spotify:track:4LeJfeJ9u53QLp997SRhim
1465,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,174012,7,0,4,0.293,0.717,0.753,0.0,0.158,-4.609,0.311,0.631,169.857,60,spotify:track:2vaMWMPMgsWX4fwJiKmdWm
1466,Jungle,A Boogie Wit da Hoodie,174192,7,0,4,0.308,0.538,0.52,0.0,0.214,-11.063,0.737,0.551,180.274,73,spotify:track:5uZm7EFtP5aoTJvx5gv9Xf
1467,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,244874,2,0,4,0.0276,0.621,0.484,1.11e-06,0.111,-7.033,0.0333,0.159,76.532,88,spotify:track:7h0d2h0fUmzbs7zeFigJPn
1468,GANG GANG,JACKBOYS,244761,7,0,4,0.071,0.859,0.6,0.0,0.353,-4.63,0.301,0.568,123.017,85,spotify:track:6uJONCdr2rC65BNmCnTBWK
1469,HAD ENOUGH (feat. Quavo & Offset),Don Toliver,157133,2,1,4,0.253,0.75,0.789,0.0,0.129,-4.578,0.108,0.673,147.957,83,spotify:track:7LGWmZaoS7jZJ5tEi9EcDi
1470,OUT WEST (feat. Young Thug),JACKBOYS,157712,8,1,4,0.0104,0.802,0.591,0.0,0.196,-4.895,0.225,0.309,139.864,86,spotify:track:6gi6y1xwmVszDWkUqab1qw
1471,GATTI,JACKBOYS,181145,2,1,4,0.135,0.594,0.676,0.0,0.163,-5.808,0.344,0.472,143.477,82,spotify:track:40mjsnRjCpycdUw3xhS20g
1472,MAYDAY (feat. Sheck Wes & Young Thug),CHASE B,179533,7,1,4,0.0947,0.764,0.726,0.0,0.112,-5.812,0.245,0.36,120.114,57,spotify:track:7J2DtwsxdoyrhgNV3Vzmos
1473,Dreams and Nightmares,Meek Mill,230693,11,1,4,0.468,0.631,0.774,0.0,0.281,-2.459,0.3,0.44,79.745,73,spotify:track:42zd6DYQ4o4SECmTITrM1U
1474,Burn (feat. Big Sean),Meek Mill,216667,2,1,5,0.327,0.67,0.895,0.0,0.269,-1.438,0.349,0.622,111.389,56,spotify:track:1tv6IvWoOilhj0XbBoVVMo
1475,Uzi Edward$,Black Kray,180560,2,1,4,0.413,0.62,0.76,0.0,0.33,-6.449,0.497,0.726,170.734,32,spotify:track:2M5kj6faf55cHOBLyTDbYN
1476,Dark Web,Teejayx6,163499,1,0,4,0.0143,0.507,0.706,0.0,0.0935,-6.726,0.205,0.411,179.87,46,spotify:track:7gXgq77zYnvwp0w2fNZcwu
1477,Titanoboa (feat. T3),SahBabii,213987,0,1,4,0.00582,0.721,0.618,0.0,0.338,-9.196,0.0863,0.158,120.114,43,spotify:track:2RrIl048oqcKjJA7FLd0Qh
1478,Dope Game (feat. Chief Keef),Fredo Santana,206680,1,1,4,0.274,0.682,0.448,0.0,0.108,-7.525,0.0406,0.604,139.925,35,spotify:track:1uBtG6qfW8nEfLhRmhFKl7
1479,Ready (feat. Gunna),Lil Baby,213287,1,1,4,0.277,0.793,0.395,1.4e-05,0.109,-5.578,0.385,0.129,77.027,64,spotify:track:4F6yN5FsFW10Ucx7cLCzBh
1480,Anyway (feat. 2 Chainz & Gucci Mane),Lil Baby,226647,2,1,4,0.0555,0.874,0.552,0.0,0.279,-5.997,0.383,0.231,140.098,54,spotify:track:3zxiTHxE4MxwuYf8aLQ9ax
1481,Realist In It (feat. Gucci Mane & Offset),Lil Baby,222958,1,0,4,0.207,0.932,0.658,0.0,0.118,-7.708,0.353,0.695,109.973,58,spotify:track:2WqTKOAUmv7hz9ZzGnXHrY
1482,Section 8 (feat. Young Thug),Lil Baby,206524,0,0,4,0.219,0.736,0.519,0.0,0.143,-6.111,0.379,0.677,139.966,56,spotify:track:6XeZ32B9HbV6ZrU6NTR2iM
1483,Play With Yo Children (feat. Gucci Mane),Fredo Santana,191320,11,1,4,0.0851,0.618,0.795,0.0,0.402,-5.619,0.151,0.479,143.09,20,spotify:track:2Y6hCbYAIh5aP33zPgMO4w
1484,Coolin and Booted,Kodak Black,214782,9,1,4,0.0264,0.808,0.526,0.0,0.151,-7.348,0.0712,0.494,140.019,55,spotify:track:1Nh5WUisukhSNgwXLRoyZf
1485,Candy Paint (feat. Bun B),Kodak Black,218990,8,1,4,0.0195,0.863,0.862,0.0,0.105,-4.679,0.0545,0.703,120.009,46,spotify:track:5Su82DCebDzhL88yWyUasx
1486,Up in Here,Kodak Black,175682,9,1,4,0.361,0.772,0.659,0.0,0.143,-6.18,0.413,0.409,87.981,49,spotify:track:4rcDP7pcJ9TN3LDeFSfUav
1487,U Ain't Never,Kodak Black,209707,0,0,4,0.112,0.836,0.556,0.0,0.0787,-7.631,0.346,0.422,140.039,48,spotify:track:6scsBF1tws6Dg8VL3Xu5bS
1488,Patty Cake,Kodak Black,198110,1,0,4,0.0252,0.806,0.77,0.0,0.0645,-6.464,0.19,0.406,152.094,67,spotify:track:0bXFIF7iL17TYLyx8JHziM
1489,Conscience (feat. Future),Kodak Black,219754,1,1,4,0.047,0.666,0.693,0.0,0.115,-3.638,0.199,0.132,159.972,56,spotify:track:16dXg2YuFOxwDC3cTf5jde
1490,Reminiscing (feat. A Boogie wit da Hoodie),Kodak Black,225132,2,1,4,0.0673,0.577,0.611,0.0,0.149,-9.587,0.409,0.182,150.111,47,spotify:track:3Aa4thPgwXgOlyEBTF4yzj
1491,all my friends,21 Savage,211785,0,1,4,0.171,0.713,0.62,1.16e-06,0.118,-4.513,0.0422,0.206,130.09,72,spotify:track:4paAidoE8VAemwU4jgCc6l
1492,Lil Boat,88GLAM,180813,6,0,4,0.0166,0.764,0.672,1.06e-06,0.103,-4.274,0.0655,0.594,150.021,76,spotify:track:3Zcv9IeYgCvEhxFTfsduaQ
1493,Da Real HoodBabies (feat. Lil Baby) - Remix,Lil Gotit,174222,8,1,4,0.0198,0.931,0.504,0.0,0.0776,-9.013,0.359,0.844,135.008,59,spotify:track:5rFDHI2AKdK5WhzModJRdl
1494,Hood Gunna (feat. Gunna),Lil Gotit,142576,2,1,4,0.226,0.861,0.442,0.0,0.16,-8.138,0.262,0.171,128.111,49,spotify:track:12DHm8dbjTmL7yT63Tf0MN
1495,Harambe,Young Thug,190147,8,1,4,0.0479,0.816,0.488,0.0,0.156,-6.223,0.38,0.218,132.125,51,spotify:track:1yKLa9X63tBfvLojNOw9y8
1496,It's Up Freestyle,Lil Keed,159745,7,0,4,0.0216,0.859,0.391,0.0,0.0968,-10.252,0.701,0.354,157.037,70,spotify:track:6bv4WvcUsV2gZXl54d3yst
1497,Infatuation,Takeoff,221893,2,0,4,0.0724,0.629,0.608,0.0,0.0874,-7.247,0.0771,0.413,103.021,58,spotify:track:00I0pcNkN3IOX3fsYbaB4N
1498,Dance With Smoke,M24,167430,7,0,4,0.0962,0.892,0.706,0.0,0.538,-5.176,0.273,0.717,142.02,54,spotify:track:0AkSxCPqTvq65vhRu58zZD
1499,Die Young,Roddy Ricch,157657,4,0,4,0.218,0.688,0.656,0.0,0.115,-5.541,0.276,0.365,160.414,76,spotify:track:3wLtYwtqvKK2ewelSVPeDK
1500,Trap God Trap God,Gucci Mane,225228,11,1,4,0.18,0.83,0.415,0.0,0.128,-12.054,0.176,0.188,129.926,18,spotify:track:1io16kC16HWVZz6iSFJ2aT
1501,Like It Or Not,CyHi The Prynce,197930,2,1,4,0.00741,0.913,0.447,1.18e-05,0.0976,-9.44,0.37,0.0992,92.027,23,spotify:track:2QWfHMHlzObgufv7juCM4B
1502,BPT,YG,128013,2,1,4,0.0108,0.614,0.699,0.0,0.721,-7.302,0.0374,0.215,97.67,39,spotify:track:5pCDRcAveG6tkN9LrxtEtI
1503,I Just Wanna Party,YG,212253,11,1,4,0.00956,0.798,0.492,0.0,0.166,-7.715,0.2,0.129,95.177,41,spotify:track:4ITXpiuQD9c9NOEiVrDjG2
1504,"Left, Right",YG,232920,2,1,4,0.0375,0.776,0.731,0.0,0.681,-8.229,0.35,0.217,94.974,39,spotify:track:1cG1zCKJKvrORZuEk4bSSY
1505,Bicken Back Being Bool,YG,243773,2,1,4,0.291,0.56,0.664,0.0,0.688,-7.86,0.567,0.655,190.024,38,spotify:track:0681AgHops1BqaMA1bKcHv
1506,Last Time That I Checc'd (feat. YG),Nipsey Hussle,225573,1,1,4,0.0289,0.711,0.746,0.0,0.371,-4.224,0.253,0.279,96.024,67,spotify:track:39xWBHPM4E9MwzEy5gbM7p
1507,Dedication (feat. Kendrick Lamar),Nipsey Hussle,245813,8,0,4,0.431,0.512,0.734,0.0,0.226,-5.448,0.438,0.168,93.995,67,spotify:track:6fIjnWrv46njJHLDAY2JdC
1508,The Watcher,Dr. Dre,206547,7,1,4,0.172,0.939,0.486,0.0,0.264,-3.488,0.207,0.517,97.582,57,spotify:track:1iQ5E4z6CJ38dIzvMI9Wdo
1509,Fuck You,Dr. Dre,205453,0,1,4,0.294,0.876,0.573,0.0,0.121,-3.764,0.431,0.756,92.236,59,spotify:track:4FI0rdztOAYJZMupujL5Gp
1510,Still D.R.E.,Dr. Dre,270587,11,1,4,0.16,0.816,0.775,0.00031,0.0543,-3.323,0.234,0.527,93.431,75,spotify:track:503OTo2dSqe7qk76rgsbep
1511,Big Ego's,Dr. Dre,238307,4,0,4,0.57,0.827,0.81,1.28e-05,0.2,-1.257,0.223,0.524,88.69,53,spotify:track:2BMRUAA1oTc7e9JPlr6xbZ
1512,Xxplosive,Dr. Dre,215200,1,1,4,0.176,0.765,0.88,1e-05,0.139,-4.361,0.116,0.929,168.96,64,spotify:track:0Ed7MeXx64f6OcIuoTRCg1
1513,What's The Difference,Dr. Dre,244200,11,0,4,0.223,0.772,0.821,0.0,0.148,-0.14,0.25,0.77,91.921,65,spotify:track:1SWVDBtw6h3tm9OehOkDhv
1514,Light Speed,Dr. Dre,160973,1,0,4,0.066,0.865,0.797,3.24e-05,0.141,-2.44,0.18,0.877,86.375,49,spotify:track:1WvuZsXHaH2qNAtvrQY6SX
1515,Forgot About Dre,Dr. Dre,222293,8,1,4,0.0827,0.924,0.74,0.0,0.163,-1.299,0.0774,0.621,133.974,71,spotify:track:7iXF2W9vKmDoGAhlHdpyIa
1516,The Next Episode,Dr. Dre,161507,10,0,4,0.0281,0.922,0.909,0.0,0.0856,-2.429,0.27,0.309,95.295,70,spotify:track:4LwU4Vp6od3Sb08CsP99GC
1517,Let's Get High,Dr. Dre,147427,4,0,4,0.055,0.905,0.85,0.0,0.0903,-2.795,0.331,0.498,99.375,54,spotify:track:0EZMXJMWf0tLKRWwCiA6Sx
1518,Murder Ink,Dr. Dre,148293,11,0,4,0.0234,0.781,0.898,2.79e-05,0.503,-1.157,0.274,0.838,88.152,49,spotify:track:0zkE78jc1kjLXrTYd9ZxpO
1519,Some L.A. Niggaz,Dr. Dre,265213,5,1,4,0.125,0.818,0.473,0.0,0.0741,-2.733,0.397,0.717,88.824,49,spotify:track:4VZPYvMTByQytb6F3MKP4w
1520,The Message,Dr. Dre,304027,8,0,4,0.0446,0.711,0.608,7.56e-05,0.123,-4.008,0.0754,0.791,82.448,57,spotify:track:6WgxXdBZrtdQFGBcxQxpiv
1521,Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,211493,7,1,4,0.0285,0.549,0.853,0.000296,0.618,-4.293,0.188,0.346,94.695,73,spotify:track:0WKYRFtH6KKbaNWjsxqm70
1522,Commando,Migos,271360,1,1,4,0.167,0.958,0.864,0.0,0.457,-4.895,0.163,0.439,114.99,49,spotify:track:5vRE2lyh7sE5Mn1dMF2Mps
1523,Some,Chief Keef,249201,0,1,4,0.00492,0.693,0.507,0.0,0.156,-9.082,0.057,0.0733,120.02,18,spotify:track:4KzwXN12H0LcnnqzIG7m4R
1524,Young Boy,Clipse,265667,7,1,4,0.0378,0.839,0.878,8.56e-06,0.0692,-2.485,0.0916,0.849,88.01,38,spotify:track:5fuckUyGUsTPJEugfXNsjw
1525,Gangsta Lean,Clipse,320800,7,1,4,0.026,0.516,0.939,1e-06,0.07,-2.835,0.317,0.693,90.008,35,spotify:track:7fhxlqe6RvHhAsQOcJPTIv
1526,The Horse's Mouth,Roc Marciano,115676,4,0,4,0.00243,0.297,0.673,0.0,0.222,-3.349,0.0346,0.386,78.211,30,spotify:track:4JSJBbwre968v7WYHq83ut
1527,"1,000 Deaths",Roc Marciano,147268,8,1,4,0.485,0.146,0.898,3.55e-05,0.351,-4.925,0.201,0.621,170.986,26,spotify:track:6n1WFlc5t6JuDT4kLjkSMx
1528,Consigliere,Roc Marciano,156838,10,1,4,0.267,0.397,0.821,0.0,0.249,-6.037,0.28,0.474,72.06,24,spotify:track:7y8S3hLHwLkcMI0iXfq16R
1529,Ray Mysterio (feat. Westside Gunn & Conway),The Alchemist,223535,1,1,4,0.605,0.717,0.805,0.0,0.29,-6.008,0.289,0.632,132.135,39,spotify:track:3scptj8Idke3JxqmewOlJ9
1530,E. Coli (feat. Earl Sweatshirt),The Alchemist,132147,11,0,3,0.208,0.322,0.555,0.00437,0.325,-8.726,0.129,0.397,96.019,58,spotify:track:3GXSywNvYLAVUCtjMHkKDh
1531,Wish The Worst,Thouxanbanfauni,195164,2,1,4,0.385,0.486,0.367,0.105,0.81,-14.564,0.264,0.0699,150.151,45,spotify:track:4YxWiVc4yIgXbVF3AeZX8g
1532,Mids,Nickelus F,218645,4,0,4,0.0128,0.699,0.579,1.38e-06,0.227,-9.578,0.052,0.828,158.074,39,spotify:track:7LpPbFfwlnwiWuu8cEQED7
1533,Trill Burr,Nickelus F,162029,7,1,4,0.154,0.865,0.498,3.86e-06,0.143,-10.654,0.09,0.533,119.932,39,spotify:track:4rxsKzZUefgw70sFbKNw5M
1534,Sleazie Wonder,Nickelus F,165226,3,1,4,0.00365,0.656,0.505,6.48e-06,0.311,-8.902,0.257,0.432,70.075,22,spotify:track:3Tg7bj5Fyz6MfblBWjcRey
1535,On Our Own,Nickelus F,186197,5,0,4,0.0926,0.685,0.385,1.07e-05,0.0686,-10.71,0.184,0.244,140.662,21,spotify:track:01JKEueQcGYLc8dynzWTJZ
1536,Dump You In a Rivah,Nickelus F,196455,10,0,4,0.0844,0.829,0.696,0.0888,0.0949,-7.287,0.133,0.349,140.045,24,spotify:track:2HJQGvusYeBHQtOfKME6MB
1537,Don't @ Me,Jay Critch,162507,0,1,4,0.115,0.896,0.614,0.0,0.111,-6.317,0.389,0.421,129.969,57,spotify:track:4fjioVQQZrvHz5oyu6SZ87
1538,Smile,Isaiah Rashad,203372,2,1,4,0.537,0.783,0.563,0.0,0.392,-8.132,0.276,0.517,132.155,59,spotify:track:3UNoPBNWST9mQleI5T53zL
1539,Easy Bake (feat. Kendrick Lamar & SZA),Jay Rock,291812,1,1,4,0.357,0.566,0.586,0.0,0.425,-6.741,0.827,0.619,174.262,45,spotify:track:2iXm6lM5KNUHOGP5OQSeyA
1540,The Ways (feat. Sir),Jay Rock,275219,5,0,4,0.159,0.649,0.436,6.02e-06,0.314,-8.401,0.336,0.644,82.201,41,spotify:track:2IcJ60WYkBy0EgWTKl5OXG
1541,POA,Future,248748,11,0,4,0.000441,0.818,0.746,2.11e-06,0.176,-6.187,0.177,0.609,147.977,51,spotify:track:52SuMdAYS2jvKQhODi0ARY
1542,Massage In My Room,Future,155456,1,1,4,0.0313,0.799,0.426,0.00153,0.376,-8.089,0.0727,0.171,75.538,46,spotify:track:1baPNXuNvp5wRrmYU91OIt
1543,Better Off (Dying),Lil Peep,154815,3,1,4,0.00835,0.521,0.766,0.0,0.155,-4.693,0.0409,0.196,74.987,72,spotify:track:1tlrTC3x7viJ1U30oOFGdF
1544,The Brightside,Lil Peep,216041,3,0,4,0.0348,0.646,0.64,0.0,0.108,-6.522,0.0424,0.882,134.03,71,spotify:track:4DbnKBddcHUHbYpidc36AT
1545,Disagree,Duwap Kaine,136046,9,0,4,0.00386,0.548,0.591,0.0,0.137,-6.078,0.0406,0.217,160.136,40,spotify:track:0j1oCSyf33qqdmQ49Iro7r
1546,Dopeman,Vince Staples,113373,5,0,4,0.0159,0.759,0.439,6.16e-05,0.0828,-8.596,0.143,0.594,148.028,47,spotify:track:4sbHGlsIw5ST7u9s7hLxME
1547,Hang N' Bang,Vince Staples,126800,11,0,4,0.00308,0.832,0.642,0.00856,0.273,-5.066,0.0617,0.329,113.99,41,spotify:track:1cjRGRxMNA8bdpFMbupG0w
1548,Same Old Song,The Weeknd,312053,5,0,4,0.415,0.771,0.56,4.86e-05,0.536,-5.636,0.0692,0.389,109.978,55,spotify:track:3Dt75NjLThmoBTp5wQC7g7
1549,Heaven Or Las Vegas,The Weeknd,353307,11,0,4,0.014,0.524,0.708,0.000166,0.13,-8.217,0.0603,0.183,125.025,52,spotify:track:3hDnFYwpnY0wONZDkYxUsj
1550,Everybody Dies In Their Nightmares,XXXTENTACION,95467,7,0,4,0.847,0.734,0.57,2.14e-05,0.112,-7.066,0.133,0.689,129.953,83,spotify:track:3GVkPk8mqxz0itaAriG1L7
1551,bad vibes forever,XXXTENTACION,150475,8,1,4,0.334,0.799,0.526,0.00174,0.0571,-5.153,0.0717,0.746,129.875,77,spotify:track:03eJ2DclFWXYU8GWgANdmZ
1552,School Shooters,XXXTENTACION,93913,10,0,4,0.397,0.774,0.681,0.0,0.106,-5.313,0.283,0.55,138.149,71,spotify:track:0DWrG09StYVhLbeNLwAJ5w
1553,Voss,XXXTENTACION,107061,7,1,4,0.215,0.786,0.496,0.0,0.104,-5.103,0.421,0.316,129.897,66,spotify:track:6crBVhm5d0JnAJhVHYkJTZ
1554,Daemons,XXXTENTACION,172242,0,1,4,0.0345,0.753,0.763,8.1e-06,0.0631,-4.468,0.275,0.777,170.057,65,spotify:track:4CuxcBpQnw3Itmp5VQoCHj
1555,Really Be (Smokin N Drinkin),YG,310880,4,0,4,0.0051,0.762,0.546,8.29e-06,0.674,-8.481,0.379,0.689,146.048,36,spotify:track:64X4GGjUMLDmoKMBoqqUya
1556,BPT,YG,128013,2,1,4,0.0108,0.614,0.699,0.0,0.721,-7.302,0.0374,0.215,97.67,40,spotify:track:5pyLw4k7yy71MTaDHadP1G
1557,My Nigga,YG,235600,10,0,4,0.0933,0.673,0.464,0.0,0.21,-6.864,0.201,0.762,171.043,36,spotify:track:6tQntRWAQ5Sou9sMdJ7mS5
1558,Andy G,Young Nudy,209032,8,1,4,0.11,0.902,0.472,7.55e-05,0.0862,-9.05,0.23,0.145,123.99,40,spotify:track:1NDZxt3zXGaJBCbFZM7hxI
1559,Kill Bill,Young Nudy,227546,8,1,4,0.0769,0.875,0.532,0.0,0.0966,-9.149,0.465,0.31,161.042,35,spotify:track:2wgqz8Hy6VVjYrJ1znhkVj
1560,At The Traphouse,Young Nudy,169667,10,0,4,0.194,0.865,0.571,0.0,0.317,-9.674,0.426,0.477,133.021,43,spotify:track:3BhLuFBBibaboqXHDIv4i0
1561,You Said (feat. Quavo),Young Thug,402067,8,1,4,0.147,0.577,0.557,0.0,0.21,-6.894,0.114,0.177,119.977,58,spotify:track:1gUakci7HwPcImtp0i79N3
1562,Get High (feat. Snoop Dogg & Lil Durk),Young Thug,293933,11,0,4,0.0328,0.707,0.496,0.0,0.148,-8.035,0.213,0.211,145.924,48,spotify:track:1X4PsdScsMExfuNFPLNcTT
1563,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,201707,4,0,4,0.00183,0.938,0.5,0.0,0.077,-10.08,0.144,0.462,140.011,71,spotify:track:0kCBorRrKZkSztd9m0QI3r
1564,It's A Slime (feat. Lil Uzi Vert),Young Thug,142840,1,1,4,0.00449,0.863,0.464,0.0,0.0938,-10.559,0.346,0.566,75.5,54,spotify:track:3HxYOwZZHZn5mC1drqPQqR
1565,Chains Choking Me (feat. Gunna),Young Thug,181453,2,1,4,0.0123,0.722,0.482,0.0,0.112,-11.249,0.325,0.0842,81.735,47,spotify:track:2KG4X41ARZad7B6XczCvgc
1566,Where The Love At,YoungBoy Never Broke Again,196958,2,0,5,0.462,0.534,0.661,0.0,0.105,-7.306,0.323,0.594,129.667,67,spotify:track:540u3cwMqJ7IJrhQ9ikcON
1567,Self Control,YoungBoy Never Broke Again,185866,6,0,4,0.0349,0.82,0.697,0.0,0.197,-7.296,0.378,0.629,154.992,79,spotify:track:4vSoyDfL0uZyUoWu5NNNsQ
1568,Overdose,YoungBoy Never Broke Again,176990,10,0,4,0.224,0.809,0.845,0.0,0.638,-5.843,0.352,0.67,90.015,63,spotify:track:3A1BaBGT3HgzuDrV9pgX9v
1569,Diamond Teeth Samurai,YoungBoy Never Broke Again,162488,10,0,4,0.00451,0.799,0.659,0.0,0.13,-5.593,0.272,0.256,177.957,61,spotify:track:1k7KigfkZh2Xb6khqV1a0K
1570,Outside Today,YoungBoy Never Broke Again,129105,11,0,4,0.139,0.851,0.666,0.0,0.105,-5.334,0.0694,0.0585,134.068,73,spotify:track:3sA7HKGzcKTVscdiTCrWpX
1571,Villain,YoungBoy Never Broke Again,169796,2,1,3,0.258,0.749,0.801,0.0,0.0832,-5.846,0.298,0.571,147.01,51,spotify:track:4PPLQIqJ6xwBDGMyimEjvj
1572,Traumatized,YoungBoy Never Broke Again,128108,3,0,4,0.529,0.716,0.737,2.64e-06,0.102,-5.816,0.409,0.657,73.968,56,spotify:track:22DZ17SmXzOfWbsCH4gWvy
1573,Worth It,YoungBoy Never Broke Again,205788,1,1,3,0.0178,0.754,0.634,0.0,0.114,-6.443,0.0853,0.21,139.995,52,spotify:track:6ywJZ4wOD6jcWREeIMkJzg
1574,What Up Gangsta,50 Cent,179453,11,0,4,0.00213,0.68,0.767,0.0,0.0995,-2.387,0.0397,0.344,82.517,45,spotify:track:56gKqLyxcyyXm4aSByvn59
1575,Patiently Waiting,50 Cent,288893,10,0,4,0.27,0.736,0.668,0.0,0.352,-2.301,0.281,0.554,78.883,47,spotify:track:4qxmRSo4stBg8CFW7Hj7Kj
1576,Many Men (Wish Death),50 Cent,256227,6,0,5,0.0153,0.653,0.826,0.00146,0.131,-2.93,0.354,0.416,108.52,49,spotify:track:1m14pmtptcjM7mdWyJyAoc
1577,In Da Club,50 Cent,193467,6,0,4,0.26,0.902,0.72,0.0,0.0749,-2.776,0.347,0.805,90.059,44,spotify:track:3deUegCTzY5SH15lFlTbUP
1578,High All The Time,50 Cent,269360,6,1,4,0.0273,0.663,0.911,0.0,0.0769,-1.792,0.269,0.562,87.3,44,spotify:track:43AcnJIcQAc3ZoaVizt0Bo
1579,Heat,50 Cent,254907,6,0,4,0.27,0.513,0.966,0.0,0.376,-2.807,0.55,0.703,84.703,43,spotify:track:0leVEqu9LhH9UrU7uAOA6q
1580,If I Can't,50 Cent,196640,11,0,4,0.244,0.892,0.631,0.0,0.0235,-2.522,0.302,0.838,93.975,45,spotify:track:3cB8qi0vaSH6mXMAyqwwRH
1581,Back Down,50 Cent,243013,2,1,4,0.262,0.784,0.633,5.82e-06,0.0743,-2.388,0.17,0.227,89.017,42,spotify:track:4lh3Cv1TQLr8SXcXhBk4o7
1582,P.I.M.P.,50 Cent,249467,10,0,4,0.0444,0.7,0.758,1.3e-05,0.0401,-3.012,0.342,0.889,78.693,42,spotify:track:3DAnL5uiU1Kh6an43EsU4x
1583,Like My Style,50 Cent,193253,5,0,5,0.232,0.806,0.827,0.0,0.314,-2.237,0.336,0.815,125.305,38,spotify:track:6Ucz4yVgFOJxoUdW193tDS
1584,21 Questions,50 Cent,224427,6,0,4,0.353,0.576,0.807,0.000363,0.0512,-3.908,0.317,0.908,90.012,45,spotify:track:56fXFvwIGDLvWFhuZtWhrO
1585,Don't Push Me,50 Cent,248893,1,1,4,0.0486,0.719,0.791,0.0,0.0721,-3.011,0.245,0.713,85.603,42,spotify:track:4gNENQR70uorblekcgQEYu
1586,Gotta Make It To Heaven,50 Cent,240680,7,1,4,0.0295,0.448,0.852,5.64e-06,0.203,-2.781,0.395,0.62,91.993,37,spotify:track:1l7hTx4cKk2ZTs9wakikUu
1587,U Not Like Me,50 Cent,255667,11,1,4,0.0556,0.806,0.847,0.0,0.0617,-1.788,0.317,0.832,91.449,40,spotify:track:0V4Aj5UcrbOeTsQAXziygL
1588,Lifes On The Line,50 Cent,218613,1,1,4,0.00848,0.672,0.84,0.0,0.211,-5.191,0.342,0.768,94.669,38,spotify:track:0BlMILdtCt6Xlw7PuHYvYl
1589,Go In,Lil Tjay,254963,9,0,4,0.125,0.799,0.698,0.0,0.0778,-5.947,0.169,0.799,121.998,78,spotify:track:4YrS33mjBWWchoLJTkAKwt
1590,Dreams In A Wraith,Jay Critch,144124,2,1,4,0.0518,0.765,0.627,0.0,0.373,-7.271,0.377,0.31,120.101,65,spotify:track:4zodeeJbcglAma86fnv0jy
1591,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,185806,1,1,3,0.095,0.757,0.673,0.0,0.338,-8.513,0.141,0.574,92.958,81,spotify:track:5j1yOqWONR9T6l43AzJ6Es
1592,Hold Me Down,Daniel Caesar,231268,8,0,4,0.628,0.463,0.427,0.000565,0.0911,-9.799,0.0549,0.231,116.059,66,spotify:track:1Mza2sr6tPhy6jjI3HB9fW
1593,Blessed,Daniel Caesar,241371,11,1,1,0.824,0.448,0.263,1.91e-06,0.106,-11.98,0.0373,0.451,109.889,67,spotify:track:0KyzXQhY2yzcb1FYCHkZc2
1594,FRONTAL LOBE MUZIK,Daniel Caesar,229402,11,0,4,0.439,0.681,0.568,0.000173,0.446,-6.264,0.136,0.301,140.004,62,spotify:track:0b6l1obmzq1YrqiKBVLtIo
1595,OPEN UP,Daniel Caesar,266227,6,1,3,0.409,0.84,0.192,6e-06,0.101,-12.843,0.0514,0.31,114.93,62,spotify:track:4QTwWQDW89udp0JDO2lmPI
