,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
281,It's Beautiful,Funky DL,264400,1,1,4,0.0198,0.799,0.522,0.285,0.163,-7.511,0.132,0.278,88.415,10,spotify:track:0SrPYoJpxuXqLuj96DXIJN
282,Deal With It,Funky DL,229493,1,1,4,0.278,0.696,0.537,0.0106,0.219,-13.069,0.204,0.562,92.512,8,spotify:track:1N1OL6GLq39GAfJsNB2EbL
283,Faces - Original Extended Version,Clio,347167,9,0,4,0.0832,0.75,0.745,0.0454,0.0515,-8.543,0.0352,0.964,119.389,41,spotify:track:4vvIxUgo2iBvJEv8EIubpc
284,Wait Up,Q-Tip,222533,6,1,4,0.383,0.888,0.652,2.81e-05,0.0825,-6.156,0.38,0.687,95.749,34,spotify:track:1tMtLvVhOLhg1yaGWcqaYg
285,Higher,Q-Tip,209960,1,1,4,0.144,0.811,0.556,0.0,0.162,-5.408,0.292,0.451,94.178,30,spotify:track:58zTKh9uhd2rH3A9j9AoXZ
286,Breathe And Stop,Q-Tip,243867,7,1,4,0.0144,0.881,0.83,0.00771,0.0626,-4.563,0.172,0.765,98.793,50,spotify:track:7nDtDxsKJ3fho8xEmU65JJ
287,Moving With U,Q-Tip,202040,2,1,4,0.111,0.914,0.352,1.17e-06,0.464,-8.052,0.356,0.687,96.803,27,spotify:track:1jSAe1vZHeAB9X9zSj6nFo
288,Let's Ride,Q-Tip,246493,5,1,4,0.148,0.775,0.795,0.00119,0.0411,-4.171,0.206,0.796,95.212,59,spotify:track:4UZlEcQmkAeh4mYokk8TNs
289,Things We Do,Q-Tip,245907,6,1,4,0.356,0.825,0.514,0.0,0.152,-4.67,0.274,0.878,92.374,29,spotify:track:3kQ30l8t7fgnsmjCuM7CpK
290,All In,Q-Tip,189800,2,1,4,0.0176,0.872,0.749,0.00327,0.23,-6.689,0.267,0.719,96.331,26,spotify:track:2LoWpOiqeKMyLjkLuK6ajC
291,Go Hard,Q-Tip,182960,0,1,4,0.205,0.921,0.28,2.99e-06,0.106,-7.932,0.342,0.591,99.565,27,spotify:track:5oB2ZogZ7tGfWiqI6YpVpo
292,Do It,Q-Tip,171267,10,1,4,0.00359,0.8,0.552,0.000336,0.215,-6.816,0.166,0.816,94.288,24,spotify:track:3DTaSOKvNGaGgzaq6B6Nw4
293,Vivrant Thing - Club Mix,Q-Tip,190533,9,1,4,0.00505,0.916,0.686,0.000359,0.0609,-8.404,0.0547,0.628,99.023,4,spotify:track:5pylhGjxwQnfaeyJ95QAhc
294,N.T.,Q-Tip,236067,1,0,4,0.151,0.84,0.599,0.000113,0.161,-8.431,0.281,0.618,102.292,35,spotify:track:0st8AeAbPUnyqw652CDQat
295,End Of Time,Q-Tip,212840,7,1,4,0.0257,0.781,0.691,0.148,0.104,-5.646,0.13,0.524,92.472,23,spotify:track:4UGkrFpBhhJCmQm6d6QEfI
296,"Do It, See It, Be It",Q-Tip,299800,1,1,4,0.0286,0.883,0.483,1.36e-05,0.0529,-5.132,0.28,0.57,90.16,23,spotify:track:5rsQWYXUDSgCyDyVJcBOZn
297,Johnny Is Dead,Q-Tip,181493,1,1,3,0.0418,0.884,0.523,0.0,0.0944,-5.56,0.135,0.607,97.011,28,spotify:track:2VcMuVdGtRh0vqplIKhg8p
298,Won't Trade,Q-Tip,161387,11,1,4,0.0656,0.805,0.493,0.0,0.121,-8.606,0.183,0.947,95.821,0,spotify:track:5pe9z2COurvzkKS3G0skPQ
299,Gettin Up,Q-Tip,197680,1,1,4,0.0148,0.782,0.657,0.0473,0.0981,-5.253,0.0988,0.784,94.71,1,spotify:track:6Bt4FKZxaC5hREe9KhhuOG
300,Official,Q-Tip,198707,1,0,4,0.112,0.881,0.358,0.0,0.115,-7.037,0.223,0.7,95.975,23,spotify:track:0rIMSa0zvGlYqWOVpy9tUQ
301,You,Q-Tip,181827,7,0,4,0.482,0.683,0.85,5.57e-05,0.238,-6.706,0.098,0.756,90.467,25,spotify:track:38CAKmyDEMHYh9CS2DHb6d
302,WeFight/WeLove,Q-Tip,287387,4,0,4,0.241,0.914,0.415,0.00392,0.113,-7.68,0.0654,0.741,95.499,38,spotify:track:3SNNkt4dsdqkWpJwxdGNs6
303,ManWomanBoogie,Q-Tip,185627,2,1,4,0.00086,0.594,0.844,0.00132,0.244,-6.538,0.0719,0.667,109.858,28,spotify:track:77HspkOxCLjwQbBVwXMbl1
304,Move,Q-Tip,349453,1,1,4,0.00702,0.517,0.689,2.75e-06,0.444,-6.51,0.237,0.689,95.58,33,spotify:track:2geMMLbxGqJXViIfiLSamX
305,Dance On Glass,Q-Tip,181480,1,1,4,0.0864,0.866,0.362,0.0,0.361,-7.715,0.445,0.538,94.816,29,spotify:track:6R1I6oQdXMkrjZx4bS3cQx
306,Life Is Better,Q-Tip,281040,11,0,4,0.363,0.879,0.444,0.0,0.14,-7.22,0.14,0.693,96.176,37,spotify:track:4GRxW50GO0Yc5Pp9LK62Rw
307,Believe,Q-Tip,176987,5,0,4,0.644,0.772,0.689,0.0,0.219,-7.026,0.107,0.356,97.225,40,spotify:track:7D8MbQyYgjcihxE3sH9FnG
308,Shaka,Q-Tip,212547,9,1,4,0.029,0.697,0.63,3.24e-05,0.101,-6.916,0.0451,0.398,85.484,26,spotify:track:737vdNsatvMD6td0pvDKV4
309,Feva,Q-Tip,231387,0,1,4,0.15,0.634,0.687,0.0,0.323,-5.826,0.0496,0.565,94.04,18,spotify:track:7uqEV7VAsS1YRl3Xr3coO1
310,Feelin',Q-Tip,272280,7,1,4,0.126,0.828,0.68,0.0253,0.199,-5.891,0.163,0.518,100.887,27,spotify:track:35ZAY2ijn1ayT25ISNZxPA
311,Do You Dig U?,Q-Tip,438360,6,1,4,0.292,0.728,0.418,0.294,0.0801,-10.015,0.033,0.479,98.051,29,spotify:track:6I1dyawSUJDxLI4FgPi30C
312,A Million Times,Q-Tip,256160,1,0,4,0.288,0.814,0.336,0.765,0.0694,-8.947,0.0703,0.255,87.918,21,spotify:track:1rtNhr6MZuZutoGyqmZKBV
313,Blue Girl,Q-Tip,320760,10,0,4,0.222,0.747,0.386,0.488,0.438,-11.911,0.0575,0.662,90.798,29,spotify:track:3UqddxrZSmIZHgm0LkZ84V
314,Barely In Love,Q-Tip,243307,11,0,1,0.0773,0.932,0.817,0.0209,0.149,-4.898,0.0537,0.697,120.018,38,spotify:track:10e1Jjuo9NviGDjpvJGKIJ
315,Heels,Q-Tip,187120,11,0,4,0.0108,0.796,0.652,9.07e-05,0.101,-6.803,0.0481,0.561,102.733,20,spotify:track:73t6XeP6sRaDQ103GNf5X4
316,Abstractionisms,Q-Tip,317707,7,1,4,0.0138,0.803,0.475,0.0,0.0451,-7.079,0.205,0.612,94.77,23,spotify:track:5kt60Vap5SDVwCs12zpNYa
317,Caring,Q-Tip,100533,0,1,4,0.974,0.294,0.144,0.00351,0.116,-15.154,0.0344,0.0667,133.089,16,spotify:track:64BnQ6lbsrrTyq6zGf3ZlN
318,Even If It Is So,Q-Tip,330733,0,1,4,0.573,0.779,0.48,0.0385,0.0821,-11.598,0.177,0.371,99.738,31,spotify:track:4kMbc1RSqVdmPEYS4Hflrh
319,Make It Work,Q-Tip,239347,3,1,4,0.191,0.883,0.38,0.000646,0.0975,-7.507,0.2,0.479,99.097,22,spotify:track:3OHETQfc9RcYKAOe937hrn
320,b.u.d.d.y.,Musiq Soulchild,223813,6,0,4,0.0534,0.735,0.839,0.0,0.0942,-4.705,0.271,0.834,89.942,45,spotify:track:0447V6bjlw5ERYGu3BEBnB
321,Talk About,Funky DL,219213,10,0,4,0.522,0.861,0.338,0.0,0.0383,-15.61,0.395,0.814,101.047,2,spotify:track:6nR84AAIYImwtYBMSexuPt
322,2 Long,Funky DL,211800,2,1,4,0.351,0.854,0.424,3.66e-06,0.736,-15.39,0.305,0.679,97.142,10,spotify:track:0vSgUP4xK6osrvFR23box0
323,& Ask for DL,Funky DL,326267,6,0,3,0.624,0.624,0.411,2.53e-05,0.146,-16.187,0.524,0.893,94.078,3,spotify:track:0skEF0IOhzn2BPbzPsB2a3
324,Confused?,Funky DL,232960,1,1,4,0.421,0.812,0.47,0.0,0.148,-15.501,0.227,0.805,95.816,2,spotify:track:7l1NpFfKlfcWm3mE0JSfyH
325,Hit Me,Funky DL,195693,1,1,4,0.0841,0.842,0.419,0.0,0.347,-13.931,0.529,0.757,94.094,5,spotify:track:7pSel28te6k2riHAbIMXoS
326,Roll the Dice,Funky DL,255893,8,0,4,0.403,0.809,0.418,0.0,0.109,-16.73,0.605,0.838,96.02,3,spotify:track:5Z501kaKb5nNR3st3i10fT
327,Tangible,Funky DL,226467,1,1,4,0.146,0.932,0.295,1.27e-06,0.661,-15.634,0.402,0.69,100.026,1,spotify:track:4RTbLS5QPX8awC8Q9lUL19
328,Prediction,Funky DL,191813,1,1,4,0.455,0.682,0.591,0.0,0.128,-13.719,0.388,0.551,97.005,2,spotify:track:3gffSWcosX1kSdhZ2R6NGa
329,Wonderful,Funky DL,259067,1,1,4,0.349,0.84,0.431,2.27e-06,0.0745,-16.12,0.428,0.754,98.984,2,spotify:track:5ZCBCBsy2JUbQVkvEvuRlp
330,What You Saying Girl?,Funky DL,211400,9,0,4,0.169,0.801,0.271,0.0,0.139,-14.988,0.463,0.843,91.932,1,spotify:track:7FO3HOzwf0dsUcGGCzQr53
331,Simply 2 Complicated,Funky DL,213200,6,1,4,0.448,0.862,0.388,1.82e-06,0.109,-14.988,0.341,0.801,97.991,3,spotify:track:681sgaBX9V6vydhSdHOSKc
332,High Endurance,Funky DL,230907,6,1,4,0.457,0.652,0.306,0.0,0.0656,-16.855,0.867,0.884,93.762,1,spotify:track:7gLUSdzez8MrwBAyzl9qFY
333,Keeping It Classic,Funky DL,206187,6,0,4,0.622,0.758,0.353,0.0,0.0747,-15.767,0.431,0.648,93.836,11,spotify:track:1NNEPdpCEy6L1aJwxL32D7
334,The Music,Funky DL,262827,9,0,4,0.0516,0.92,0.284,0.0003,0.7,-15.796,0.227,0.955,103.846,3,spotify:track:1MZUwIItfo2YPwRy6rVYjd
335,Turntables Hate Me,Funky DL,235107,1,1,4,0.144,0.912,0.312,6.07e-06,0.115,-17.524,0.347,0.783,97.029,2,spotify:track:2Z529VZ6QNE3PIYZjar2wn
336,It Still Rocks,Funky DL,216587,6,1,4,0.0404,0.869,0.341,0.0,0.0931,-16.196,0.514,0.689,92.549,2,spotify:track:3YEBt6EvBNyU3ccpxBEZ9k
337,2 Long - Remix,Funky DL,232613,9,1,4,0.381,0.824,0.478,3.74e-06,0.0996,-15.244,0.291,0.841,97.143,1,spotify:track:42M6lp6PPoSzfqPBBmsfZ3
338,No Doubt,Funky DL,196718,11,1,4,0.0639,0.835,0.42,1.43e-06,0.161,-6.632,0.421,0.641,91.069,25,spotify:track:2VbVkLwD9XxVAXNXo5ttci
339,Leave Me Alone,Funky DL,199427,6,1,4,0.0122,0.801,0.627,0.0,0.368,-6.937,0.281,0.841,96.915,11,spotify:track:6omtO3yvwzBaZ6ZvfELBmx
340,Trinity,Funky DL,219023,1,0,4,0.0732,0.789,0.894,1.03e-05,0.171,-6.632,0.0728,0.913,95.013,10,spotify:track:6FOochLCOMtGsN32DZqJ3r
341,I'm Not Playing,Funky DL,209420,10,0,4,0.0136,0.739,0.722,0.0,0.358,-8.01,0.191,0.447,94.062,9,spotify:track:1hUQ3tZsfiWl4XmvhNRa0r
342,Letting Me Down Again,Funky DL,190548,5,0,4,0.0343,0.849,0.744,0.000229,0.019,-7.077,0.206,0.921,92.02,9,spotify:track:4GbKh2ql5lJqVCboPXVQe3
343,I Used To...,Funky DL,183436,1,1,4,0.0419,0.804,0.587,0.00245,0.267,-7.383,0.113,0.71,95.186,11,spotify:track:3B5OuCnXrjVN0wXV0PMz5Z
344,Damn!,Funky DL,111389,7,1,4,0.00175,0.816,0.581,0.0,0.361,-7.074,0.363,0.938,83.103,8,spotify:track:4xgAX9JSwfgFgpzVc6HXEJ
345,Bun Fire,Funky DL,207861,1,1,4,0.048,0.908,0.791,3.6e-06,0.0791,-8.681,0.194,0.481,104.599,8,spotify:track:0JArbieAsjP8hBeCOycICF
346,Caim,Funky DL,182442,10,0,4,0.0129,0.763,0.655,2.78e-06,0.223,-6.132,0.246,0.836,96.093,21,spotify:track:5YSRhFQfeRb29DexuscBCI
347,League of His Own,Funky DL,182108,5,1,4,0.162,0.803,0.542,0.0,0.197,-7.463,0.153,0.617,94.994,10,spotify:track:2QoyUean18IvLkmuwmwiUN
348,Setting the Scene,Funky DL,181856,1,1,4,0.132,0.68,0.617,0.0,0.175,-8.487,0.33,0.585,92.072,7,spotify:track:4wMzmC8CMJ5FCpIspavQQM
349,Debonair,Funky DL,196087,10,0,4,0.184,0.778,0.468,0.0,0.273,-7.899,0.255,0.559,80.778,7,spotify:track:3aUDiUb2fLAJ4sx9NDiqDQ
350,Txmmy's Revenge,Funky DL,68290,11,0,1,0.566,0.647,0.426,0.0,0.062,-8.81,0.522,0.466,86.276,6,spotify:track:5PWdojUqKiXgLvzbe8EtzH
351,I Stay 4?,Funky DL,253710,6,0,4,0.675,0.691,0.558,1.96e-06,0.0734,-11.153,0.319,0.482,91.026,8,spotify:track:29Pdz1LuAt5HdzkwbePY5J
352,No Illusion,Funky DL,208974,10,0,4,0.0132,0.884,0.511,0.000108,0.195,-7.793,0.346,0.738,93.065,20,spotify:track:29dEBDP6ovy4c1mLuA7k7H
